"","aou","statebcr","meanabund","centroid_diff"
"2861",7180,88030,18.5,30.4356213427558
"2862",7180,90028,10.5474276527331,29.2858914012247
"2863",7180,91023,1,4.20987384962223
"2864",7190,2024,1.5,29.3646272846645
"2865",7190,2027,1.28571428571429,1.3135339240972
"2866",7190,6016,7,36.1266414942159
"2867",7190,6033,2.59016393442623,30.2487077241455
"2868",7190,6034,21.3045685279188,39.1388045150619
"2869",7190,7024,1.36363636363636,3.09616837753351
"2870",7190,7025,1.69230769230769,11.6410423934859
"2871",7190,11005,6.43965517241379,297.181555030927
"2872",7190,11009,1,52.0132954367132
"2873",7190,14005,4.49052132701422,17.8782110595467
"2874",7190,14009,3.41666666666667,54.8775987799078
"2875",7190,14015,4.25597269624573,37.3571697510081
"2876",7190,14032,11.7097366809553,11.828668407773
"2877",7190,14033,6.8495145631068,30.2458430821019
"2878",7190,17010,4.94444444444444,4.87794838875274
"2879",7190,17016,4.77959183673469,4.36265408027678
"2880",7190,17018,6.35897435897436,13.6095077075976
"2881",7190,33009,1.88888888888889,48.7083948112994
"2882",7190,34022,1,5.22161191583665
"2883",7190,34024,1.125,21.6863000283277
"2884",7190,35024,1,2.63066665747113
"2885",7190,36022,1,14.3814621048881
"2886",7190,38019,1.175,27.2534171365424
"2887",7190,38022,2.56410256410256,7.67496828634136
"2888",7190,39024,2.64462809917355,16.7324744215015
"2889",7190,39028,1.33333333333333,35.8721127731194
"2890",7190,46028,2,0.995609395966959
"2891",7190,51026,1,44.2772158344165
"2892",7190,51027,2.67647058823529,24.2152254348918
"2893",7190,52022,2.45161290322581,7.72539720227349
"2894",7190,52024,3.24193548387097,12.3233384415969
"2895",7190,55009,3.1038961038961,12.4274444185888
"2896",7190,55033,1.23076923076923,32.454596295297
"2897",7190,60016,9.45776566757493,17.2292279546725
"2898",7190,60018,5.6025641025641,8.8915155962201
"2899",7190,60034,5.6025641025641,57.1510193187911
"2900",7190,60035,7.4203821656051,41.7053564235071
"2901",7190,66022,1,2.13871598846584
"2902",7190,66024,1.5,57.9470808010538
"2903",7190,66028,1.16666666666667,1.40778267970924
"2904",7190,67018,1.75,11.0174894758849
"2905",7190,67019,6.46774193548387,18.5901152599162
"2906",7190,67021,6.65060240963855,11.7493488321242
"2907",7190,67022,1.35294117647059,29.3658245763316
"2908",7190,67024,1.51724137931034,12.6885381657418
"2909",7190,67025,2.6063829787234,11.1462904856295
"2910",7190,69005,4.58643326039387,8.26569505935161
"2911",7190,69009,2.57777777777778,19.9495759984228
"2912",7190,69010,1,14.8916889997728
"2913",7190,72028,1,8.48303979627978
"2914",7190,82024,1.825,9.78440723515618
