"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,32.2884441209851,-82.9213461736526,8.07465986394558
"2",1974,32.5357508477946,-82.8220685729409,8.3010498687664
"3",1979,32.9415589957809,-82.5358912772164,9.2521711366539
"4",1984,31.4464345648486,-80.4143309036139,9.29891196834817
"5",1989,30.6928835874546,-77.5869313550613,7.97038796516231
"6",1994,29.5668988399962,-73.5941194922719,7.50223123732252
"7",1999,29.9601059924877,-74.9472830913878,6.8666029318037
"8",2004,29.82047771176,-74.6264882431347,5.93547490809609
"9",2009,31.1692246445197,-76.3075253295307,5.50053089029833
"10",2014,31.8613920546023,-77.4719012767639,5.45104895104895
