"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,36.4799949140863,-84.8255553131595,7.89148506860371
"2",1974,36.5326507369554,-84.4412659760099,7.98249643874644
"3",1979,36.5098833747016,-83.9144608136241,8.82936927413672
"4",1984,35.719241375847,-82.4713082024743,9.78829383886256
"5",1989,34.0685939620031,-77.969909057554,11.230346896192
"6",1994,33.3131208220249,-76.2924143464167,12.0651283830673
"7",1999,33.4858241084624,-76.931342209482,12.5892534957149
"8",2004,33.6580034298142,-77.6637654768465,12.3086590002493
"9",2009,32.6155473692065,-75.7179955908913,13.8974467613132
"10",2014,32.8239271800352,-75.5792595485193,15.1011920980926
