"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,32.2508697601209,-105.396558339737,3.69868421052632
"2",1974,31.8241490199042,-105.410532614756,4.27732240437158
"3",1979,32.1845028562923,-107.188253854899,4.283
"4",1984,32.6205675111484,-110.383188521726,4.88448275862069
"5",1989,30.1018027251411,-100.739682708488,5.16916666666667
"6",1994,30.2044781286834,-100.395828972717,5.165
"7",1999,30.3945964118323,-100.391587143615,3.75619047619048
"8",2004,29.5604362140209,-98.3949563721007,3.77861952861953
"9",2009,30.4822170561627,-100.545566988915,3.78619528619529
"10",2014,29.8935059107233,-97.915985319344,4.12847222222222
