"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,28.0488143470111,-97.7790947630103,41.6576470588235
"2",1974,28.1289682028876,-97.7596055818925,47.0669811320755
"3",1979,28.1413986000182,-98.0316466159429,40.9010416666667
"4",1984,28.5561340433073,-98.5183202403335,33.0736486486486
"5",1989,29.2742797774378,-99.7174915581564,28.9963888888889
"6",1994,29.4088458831589,-98.0519949163434,20.7417958656331
"7",1999,29.9287681029203,-100.209174791946,21.6046979865772
"8",2004,30.1192415851049,-99.9313608773523,24.1525641025641
"9",2009,29.8500661892737,-99.5905391941265,20.057368173258
"10",2014,30.2427690481531,-98.9358435048309,19.5807888040712
