"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,38.2302854211844,-120.510077740115,12.5409937888199
"2",1974,37.9094418563398,-120.466300054751,11.8293296089385
"3",1979,38.4803104433219,-120.396875834665,12.1116575591985
"4",1984,38.0465680517306,-118.240642066346,8.67245614035088
"5",1989,38.0967044980352,-118.050705281075,11.8247126436782
"6",1994,38.3695219486328,-116.226539026333,11.1284768211921
"7",1999,38.7403948097839,-113.323424968887,10.3175531914894
"8",2004,39.1733143590024,-114.21516297212,12.1652027027027
"9",2009,38.8106498516822,-115.014203970387,10.9887931034483
"10",2014,38.4980056969462,-113.869962943293,9.96215429403202
