"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,35.2553822477812,-86.6684875174281,24.6772589906316
"2",1974,35.5211217703741,-86.1557805639019,23.8712194466828
"3",1979,35.9446503011061,-86.0343401275865,23.1546369899311
"4",1984,34.8488231960396,-85.2832866545606,25.305499276411
"5",1989,34.274555729108,-82.9664945054891,25.9161966073983
"6",1994,33.3302702536768,-81.9848375919763,27.3700908265213
"7",1999,33.4228090927265,-82.0869740491488,28.733279885979
"8",2004,33.4381598617997,-82.0185827468327,29.4585344640139
"9",2009,32.6464390560415,-80.27554061136,30.662443917478
"10",2014,33.0923256488508,-80.9191263692354,30.4279836464857
