"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,37.1622577067073,-119.426303976723,9.26374269005848
"2",1974,37.7784497724629,-119.837011921066,9.1604033970276
"3",1979,38.0313939547877,-119.664171246159,9.55982905982906
"4",1984,37.3800315406348,-116.377829839692,9.22505910165485
"5",1989,36.4213990338509,-113.657567496602,7.42688442211055
"6",1994,36.6580560698464,-113.81406682886,6.37762645914397
"7",1999,36.1947968992228,-112.090180795046,6.17895061728395
"8",2004,35.0936946995999,-107.36800082707,5.80780516431925
"9",2009,36.751007044807,-114.892225471783,5.9823731138546
"10",2014,36.5127441308185,-112.915245902283,5.86928104575163
