"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,39.5854962284044,-98.3392354231071,1.68575827559661
"2",1974,40.7962108394189,-99.413122302974,1.53000616142945
"3",1979,40.4428626596179,-96.689491136717,1.55897250361794
"4",1984,39.8747752033813,-96.9352700615581,1.60900042354934
"5",1989,39.4905053302929,-95.4620049116539,1.56359959555106
"6",1994,38.0938137695137,-94.5605891533992,1.52145894667975
"7",1999,38.5150846939843,-94.3378154834212,1.4679012345679
"8",2004,37.8164929412396,-94.4881575779172,1.48643067846608
"9",2009,37.6593827706728,-95.7731984044517,1.52223443223443
"10",2014,38.2854631954878,-98.2961333536601,1.49249031007752
