"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,39.4750404529366,-85.450407969419,2.41091344940702
"2",1974,39.6005556470987,-85.5517776474881,2.50120481927711
"3",1979,39.5752587894926,-85.1544413431824,2.88888888888889
"4",1984,38.4279769314614,-84.576243910358,2.89335891381346
"5",1989,37.1847547536336,-81.7322859807031,2.70977548344805
"6",1994,36.6732248746613,-80.1805359198864,2.67157281001138
"7",1999,36.1927007490932,-79.8651347600394,2.89
"8",2004,36.4426776627533,-79.9521443441643,2.85762295081967
"9",2009,35.92076752095,-79.3634858923024,2.87219163655397
"10",2014,36.3093240018478,-79.0604340877116,2.91070343360681
