"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,40.7991067348411,-119.086563260297,12.5613636363636
"2",1974,40.4955797256804,-118.651046094304,11.7417225950783
"3",1979,40.6270659455342,-117.369838043516,10.5237672583826
"4",1984,40.0444400946956,-114.744546638395,10.4962962962963
"5",1989,40.2392126497337,-113.707073083735,9.93873456790123
"6",1994,39.4638826369028,-111.924554895374,9.52831050228311
"7",1999,39.2105154908162,-109.96339805743,9.83030651340996
"8",2004,39.4511609801398,-110.803027695221,9.67587519025875
"9",2009,39.4841354428463,-111.459913254652,9.17114014251782
"10",2014,38.9867350894005,-110.076543285097,9.02061403508772
