"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,32.4090741093398,-85.3688133211442,4.02002314814815
"2",1974,32.7286470855284,-84.4131514599682,4.41045364891519
"3",1979,32.8496336358327,-84.3487927759581,3.86312849162011
"4",1984,32.087712057242,-83.1403082115194,3.87192192192192
"5",1989,29.6689030011587,-77.2568479468667,3.46606425702811
"6",1994,27.7347485787328,-70.7032459436625,3.60601851851852
"7",1999,27.0171890781442,-68.8920595441297,3.80470779220779
"8",2004,28.3456754815837,-72.1512326923533,3.8206862745098
"9",2009,29.3269950606003,-74.8290814912815,3.83699914748508
"10",2014,29.3515427841008,-73.974504135529,3.79955703211517
