"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,43.4989519461083,-98.3432336754782,6.26044830079537
"2",1974,43.1669374092034,-100.649077386644,6.41201131687243
"3",1979,44.0531728924483,-99.0878754227455,6.93249559082892
"4",1984,42.0531734934354,-99.6035190511393,6.85838041431262
"5",1989,41.5010746143802,-100.909022134024,7.18099215388509
"6",1994,41.7221018850055,-101.561786035055,7.55500777907429
"7",1999,41.9732648090485,-102.504719971796,7.14249671731382
"8",2004,41.9502590785441,-100.931113032981,7.36649511065363
"9",2009,42.055481181388,-100.304820715353,7.47578188300113
"10",2014,42.2736223404559,-101.366302455676,8.08786277470223
