"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,27.8151317434501,-99.5430936419848,45.7308823529412
"2",1974,28.202389361656,-99.8049983243464,27.4262411347518
"3",1979,28.4533850802533,-100.054421695856,17.5635658914729
"4",1984,28.2394312183527,-99.8771940180129,19.615625
"5",1989,28.4469694222598,-100.369119083519,16.6763636363636
"6",1994,28.2648882292953,-98.4110843472957,13.5234848484848
"7",1999,28.8142924815827,-99.4210727192015,10.0071197411003
"8",2004,28.4684286940684,-98.236861251602,8.91977124183007
"9",2009,28.6658483596662,-98.6834312661058,10.6409523809524
"10",2014,28.91503694012,-99.4739228176698,10.2519841269841
