"","year","centroid.lat","centroid.lon","mean_abund"
"1",1969,36.2890594278322,-117.45984694719,9.80787037037037
"2",1974,36.8936634312239,-118.18137764276,9.00231729055258
"3",1979,36.8513651884597,-118.659878520211,9.97450396825397
"4",1984,35.5622012330243,-115.059011299372,9.79990583804143
"5",1989,35.6055250531149,-112.616199735257,8.09780303030303
"6",1994,34.7101099433762,-110.664394002812,6.79081408140814
"7",1999,33.6778912442692,-107.061387780019,7.35048701298701
"8",2004,35.293217286143,-110.546845111379,7.6712962962963
"9",2009,34.8093919996268,-109.959283193247,7.08397260273973
"10",2014,35.1021712854716,-110.225087368738,7.43153759820427
