"aou","time.window","centroid_lat","centroid_lon","mean_total_ai"
2890,1969,35.2506231147493,-90.9851308128808,0.0238236982961883
2890,1974,35.2379711439089,-91.2672050091317,0.0239889613808584
2890,1979,34.9324160252422,-91.6476839403366,0.0205249241763508
2890,1984,35.0598255425932,-91.6500863910908,0.0197616256776459
2890,1989,35.6336640773823,-92.3307486760931,0.0196038452326848
2890,1994,35.1714614522467,-93.4905863613762,0.0182578924990536
2890,1999,35.6701889225871,-92.9157158143759,0.0137882480982361
2890,2004,35.7208850526667,-94.2084240568236,0.0142685577302944
2890,2009,35.6375001304701,-93.9782367275725,0.0102007813846756
2890,2014,35.7343663537386,-95.449024627741,0.0129073724628392
2930,1969,31.4582061603144,-102.737753377506,0.00818139193340065
2930,1974,32.3663642449289,-103.442052076308,0.0112081528043015
2930,1979,32.7465519986179,-103.621226484267,0.00925542057951421
2930,1984,32.6489819719826,-103.842691719144,0.00811200107988528
2930,1989,32.8570485476998,-104.365395612807,0.00786110477591594
2930,1994,32.897005455225,-104.333178839697,0.00887378079719018
2930,1999,32.6387344352173,-104.063257548411,0.0141592838478106
2930,2004,32.8204147365636,-103.785408889087,0.0173829112151578
2930,2009,32.9185774298479,-103.949613140521,0.00774292196825968
2930,2014,33.1520926328262,-103.775754929074,0.016134642557331
2940,1969,38.9576761019973,-120.297864163955,0.00735624172768704
2940,1974,39.1027461444116,-120.71470006853,0.00841129802358984
2940,1979,39.2334909804018,-120.35479983664,0.00995607135630817
2940,1984,39.4340904694925,-119.920351619705,0.00557739757981547
2940,1989,39.7182560895063,-119.772107466156,0.00981006718235375
2940,1994,40.4980015546526,-119.56406015754,0.0115942311233412
2940,1999,41.6493698736891,-119.509678441261,0.0115141723709251
2940,2004,41.6850152147131,-119.261457018126,0.0148721160350182
2940,2009,41.5651078402705,-119.584799361655,0.0123089660711258
2940,2014,41.2742868900431,-119.353585928688,0.00943493938563303
3080,1969,50.1779630862505,-107.51528276904,0.00104717158311756
3080,1974,49.0867512765118,-106.283447808385,0.00178630397675092
3080,1979,48.2552487079,-104.808903721845,0.00197166921029619
3080,1984,48.3926482606594,-103.85646143662,0.00170396668938517
3080,1989,48.7841578777965,-104.46546622677,0.00301377044373009
3080,1994,47.8594880383843,-102.713426792786,0.00216374252748387
3080,1999,48.0287429891366,-103.966563938458,0.00213534766213576
3080,2004,48.5006809208455,-102.925564018676,0.00284944491503824
3080,2009,48.203118717501,-102.992943359129,0.00293169159623369
3080,2014,47.9947275998834,-104.658999826092,0.00405159316110786
3100,1969,33.3802805171586,-93.5961940570216,0.000544409369625554
3100,1974,36.4290415333625,-94.2851950808857,0.000460231639764208
3100,1979,36.9426347024709,-95.6693238476463,0.000611426203152076
3100,1984,38.648097680307,-95.5782112224516,0.000748215410613025
3100,1989,39.6248630851904,-94.9232237594586,0.000884340469765593
3100,1994,39.0877274797033,-93.961193056406,0.00118413510057774
3100,1999,39.2483773402021,-94.8492145677288,0.00173432080513009
3100,2004,39.519236594952,-94.9368482916357,0.00247542119349492
3100,2009,40.0179924886594,-94.4104727481063,0.00279837453484984
3100,2014,40.1843600619287,-93.1863099283584,0.00271899843173809
3200,1969,29.0470755446213,-88.719316835438,0.00302846550932818
3200,1974,29.3931354893992,-91.8068149980048,0.00360819530419582
3200,1979,29.556676049179,-91.6125039536243,0.00246089117792027
3200,1984,29.5910290626049,-88.8023120361363,0.00261203940427123
3200,1989,29.4321929960825,-88.3303111670939,0.00321954130187348
3200,1994,29.8002674991456,-91.5545837960697,0.00428929154939137
3200,1999,29.7660480149959,-92.3917132685196,0.00454211646099345
3200,2004,29.8916472762165,-92.7899712204665,0.00400239652091575
3200,2009,29.9799122208468,-93.0025284714875,0.00359363848850063
3200,2014,29.8974731741342,-92.1051522431905,0.00328248287215555
3210,1969,30.4218960285277,-100.095764581849,0.00165671079349565
3210,1974,29.6448840057617,-99.2673044733916,0.00148156041523107
3210,1979,30.015579302616,-99.6143771660714,0.00102900692531425
3210,1984,30.4578951743118,-98.7236259312596,0.00134707340754586
3210,1989,30.3426674621273,-98.8059204744901,0.00233481726212546
3210,1994,31.4731584820562,-101.211716317077,0.00370333250050262
3210,1999,31.034436842524,-99.3633343272755,0.00315313316644265
3210,2004,30.606517648952,-99.1747105611026,0.00297230705615349
3210,2009,30.5061002569771,-98.2195200316229,0.00243756904765943
3210,2014,30.8614035522718,-98.0719077172726,0.0020828799820765
3260,1969,31.4986822927039,-88.9809043660411,0.00128934061827986
3260,1974,32.0347364697838,-88.7931470735787,0.00146862200899416
3260,1979,32.0885017448464,-89.0734838547723,0.00129589884030613
3260,1984,32.0430589741283,-88.064322720469,0.0016852377499121
3260,1989,31.9673044472418,-87.997671319377,0.00213364675865074
3260,1994,31.6723922683281,-89.8467217412669,0.00305076307085832
3260,1999,31.6824146037815,-88.7797056644314,0.00373159616036276
3260,2004,32.0477064342529,-89.7644236242936,0.00424538942318319
3260,2009,31.7555660367225,-88.9868096866329,0.00582617646732852
3260,2014,32.1870018525727,-89.1543255066212,0.00552934531273988
3750,1969,40.590880277892,-99.8144649400955,0.000533540975443581
3750,1974,42.3238108553703,-102.71708828322,0.000570399294132569
3750,1979,42.216383678455,-99.8657622399792,0.000707661595037174
3750,1984,42.9876576355732,-103.43961940202,0.00086243065470931
3750,1989,46.6547576032587,-108.748426289057,0.00118813925239758
3750,1994,43.810474548373,-106.349823969578,0.00103833334711352
3750,1999,46.6453588265476,-111.011240145979,0.00111204910858113
3750,2004,44.3693421466709,-107.198274218595,0.00102124415386746
3750,2009,44.7164993881309,-108.76456028934,0.00101869813532285
3750,2014,44.1844114749896,-108.487991232288,0.000936487488991289
3850,1969,32.1461348142391,-102.210596185503,0.00114491725813166
3850,1974,32.7834071831625,-103.607733939506,0.00128121266940459
3850,1979,32.5023786392698,-105.67524321629,0.00127005456209184
3850,1984,32.512843635566,-104.085448369449,0.00121515992631008
3850,1989,32.4122557598532,-103.581166459121,0.00122364205866531
3850,1994,32.5817606929495,-103.66485564435,0.00202491528304034
3850,1999,32.2815091352738,-103.316073196085,0.00205737785801323
3850,2004,32.2931314081093,-102.576345905485,0.00232062491820762
3850,2009,32.2651714200729,-102.508610976159,0.00227292286235558
3850,2014,32.5841893006807,-102.898957853985,0.00238584116745626
3930,1969,42.4802565171233,-90.8212474698864,0.000657061462492463
3930,1974,44.9163891071858,-96.7976385850505,0.0009776580150214
3930,1979,44.7613391293977,-95.3340879048653,0.00109487595399111
3930,1984,45.0365035980223,-97.2935238116937,0.0011032531749062
3930,1989,46.3863173220532,-102.344053091161,0.00140685392275453
3930,1994,47.1700327807771,-104.246614845208,0.00186394404047538
3930,1999,48.5413772281842,-105.89475392248,0.00223494952662106
3930,2004,47.5897210943728,-103.13404365907,0.0022466232572482
3930,2009,47.8192557957394,-101.748877610988,0.00230167709166551
3930,2014,48.9346380971167,-102.637751968439,0.00246438953077153
3940,1969,39.8721920910602,-88.4458683500194,0.00141629989811429
3940,1974,41.0608664000726,-90.2722097855955,0.00169583287826158
3940,1979,40.7449306209097,-89.1044744778397,0.00200373956487968
3940,1984,40.8951875778231,-91.0818346317581,0.00200859140269756
3940,1989,40.9620570938342,-91.7617226965193,0.00226090662059839
3940,1994,42.7382646057677,-95.180168565147,0.00256489380491425
3940,1999,41.9146487672096,-93.6560454757182,0.00291372595835941
3940,2004,41.6460594368862,-92.2133377352741,0.0029249824235387
3940,2009,41.3447522804317,-91.1258868586062,0.00294971291180182
3940,2014,41.4157188878154,-91.3291927554345,0.00282356242057413
4050,1969,38.7544745061892,-90.5171092000687,0.000795964398875633
4050,1974,39.7961386439645,-91.9141558878862,0.00106064455847938
4050,1979,40.5286943583139,-90.5986607961518,0.00125186145218739
4050,1984,39.9265710594051,-91.2340901521288,0.00135254372996677
4050,1989,40.8258135740354,-91.7176680682928,0.00166974129719231
4050,1994,41.5492619394412,-92.4854096456685,0.00209013719752471
4050,1999,42.05541394868,-93.9127221459371,0.00236300394531755
4050,2004,42.5641826424938,-93.3278608147301,0.0026725844846685
4050,2009,42.3021919466374,-90.8611338242301,0.00285514844876167
4050,2014,42.6052838545418,-89.9332477106167,0.00305208843383121
4090,1969,34.7513404328535,-87.7076621823162,0.00360617479444762
4090,1974,34.9522656338972,-87.6458128941029,0.0040954032040773
4090,1979,35.1124374176811,-87.5499389229776,0.00412157110212068
4090,1984,34.6431016582639,-87.4668394330893,0.00496825108190466
4090,1989,35.0369850991072,-87.4554292202156,0.0059439472384576
4090,1994,35.0463985731049,-87.3774970688972,0.00657771482456609
4090,1999,35.2783556289051,-87.2612666936679,0.00757989932192812
4090,2004,35.6260553823754,-87.7326835310246,0.00859021951189768
4090,2009,35.4627592351494,-87.3635038039858,0.00920109863129866
4090,2014,35.9347666700485,-87.7096512107462,0.00959107424030542
4780,1969,41.3583303020958,-121.17912262165,0.00406523471766208
4780,1974,43.0148650435846,-121.923316799921,0.00598574251436668
4780,1979,42.4558963822728,-120.976555528392,0.00566977808707284
4780,1984,45.3718158427589,-123.450295618178,0.00605828063909488
4780,1989,44.6583209635771,-122.317216112079,0.00865232551457427
4780,1994,46.3150899148073,-123.825188138846,0.0122889782552948
4780,1999,45.7937678187946,-123.191977574487,0.0127497739045572
4780,2004,46.7069228369076,-124.389327049816,0.01269157188172
4780,2009,44.9901298432691,-122.905320796639,0.010367070412809
4780,2014,45.3016789371064,-122.910344684698,0.0102005066821647
4860,1969,45.2570088298186,-99.8709164862037,0.00381376417925475
4860,1974,47.2517408731925,-104.550650333154,0.00580952417789339
4860,1979,47.2637170628969,-99.9994919074393,0.00820090603850467
4860,1984,49.40881731799,-110.188157499118,0.00838798900093964
4860,1989,47.9421637263489,-109.386287482729,0.011430542624375
4860,1994,48.4869131626372,-113.653201432373,0.0171470688866716
4860,1999,50.0764090871434,-115.064821000848,0.0183724977470332
4860,2004,49.5794246008707,-113.170430524081,0.0202560191215314
4860,2009,50.1081849229257,-111.053021284428,0.0230097732902881
4860,2014,50.0253930076498,-109.942890494984,0.0259905081692636
4900,1969,31.5950129517353,-83.733778361418,0.00229471828386657
4900,1974,31.854772357562,-83.9855677455514,0.00282002387715681
4900,1979,32.3578607163477,-83.9158826495266,0.00321666393367421
4900,1984,31.6713420855179,-83.6714900774468,0.00352652120329162
4900,1989,31.8241602416034,-83.2577864387817,0.00384166954343287
4900,1994,32.3532269811081,-83.7322380130403,0.00364909577718702
4900,1999,32.3807568753396,-83.5792953268987,0.00379661141505254
4900,2004,32.6960263559111,-84.2372525308049,0.00308536052112319
