"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,31.9600626563487,-83.1954823631385,7.76150793650794
"2",1971,32.0593280652316,-83.2569566325251,8.59869281045752
"3",1976,32.547756938394,-82.9047277752161,8.77350427350427
"4",1981,33.301925844361,-82.2460625703189,8.9353835978836
"5",1986,31.2501519273454,-79.9084081437723,9.26841620626151
"6",1991,30.3580979690602,-75.9123167031057,7.67143906020558
"7",1996,29.4948838103701,-73.026002515133,7.23010437051533
"8",2001,29.9913305587511,-74.7288737329872,6.5682140554481
"9",2006,30.1745201265511,-74.5840337146631,5.79097784981091
"10",2011,31.4399712927099,-76.8849799050572,5.28546710287168
