"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,33.7576375860856,-85.6616570321833,8.99724099099099
"2",1971,34.3802676881511,-84.7322362501443,11.7237965485922
"3",1976,34.3009285929638,-84.5232068272423,9.62803442028986
"4",1981,33.8820694463267,-84.1830650673419,10.8405775075988
"5",1986,32.2847355985434,-80.5632140806547,13.4786153289949
"6",1991,31.2518521349371,-76.6705668592858,14.0325480639047
"7",1996,30.5656189405502,-76.4027362779167,13.9639337641357
"8",2001,30.6850341007376,-75.7874824323826,15.4656818181818
"9",2006,31.0357164565575,-76.4763092375469,16.8752478777026
"10",2011,31.1683132379827,-76.6794149320766,15.9417528513435
