"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,40.645371936093,-85.8489170962534,1.56782891678289
"2",1971,41.7387119754867,-88.8323052727629,1.58909688013136
"3",1976,41.7150730899974,-89.1747315273746,1.6431679721497
"4",1981,41.86370486833,-88.9610860505532,1.65579710144928
"5",1986,41.2727876814674,-89.8627744634482,1.64722222222222
"6",1991,39.7761134290079,-88.1875371534697,1.73190368698269
"7",1996,40.0281085751299,-88.5930718411148,1.70517543859649
"8",2001,40.1103800276733,-88.7508579975862,1.78936374759657
"9",2006,40.1184886432917,-87.5796632022091,1.82593147039255
"10",2011,40.1792988418591,-87.2300455130399,1.7824715370019
