"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,31.8122395925824,-102.94678200573,1.93030303030303
"2",1971,32.0994406737276,-103.111914053434,1.95844017094017
"3",1976,32.2611336906428,-105.590883899512,2.15717592592593
"4",1981,32.3949602990484,-104.954362164834,1.95413223140496
"5",1986,32.0208986727191,-104.092836237634,1.9140931372549
"6",1991,30.7325617637629,-99.5729408461576,2.11288209606987
"7",1996,30.8913508061437,-99.926390390441,1.90593705293276
"8",2001,30.4864099530691,-98.8949464716361,2.21888020833333
"9",2006,30.5991575537655,-98.6767048256998,2.24016786570743
"10",2011,30.7303874456159,-98.1645844725184,1.92904589371981
