"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,34.984033738605,-86.0381501395696,5.9922619047619
"2",1971,34.8018357844294,-86.2679907516058,6.30581655480984
"3",1976,35.022892683889,-85.5952016704374,7.28972778633796
"4",1981,35.1672736656305,-85.3925710892166,7.99062664560295
"5",1986,33.9369497950062,-84.43577151374,8.79610894941634
"6",1991,31.6722311338173,-77.9487862845648,8.47693531283139
"7",1996,31.869491060306,-78.4454410564405,8.72719907407407
"8",2001,31.6713608126116,-78.6885388357751,9.55301837270341
"9",2006,31.2861806773815,-77.8918656327532,9.06743251440704
"10",2011,31.3524380468305,-77.0843343876322,8.85996045842849
