"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,27.9014771072451,-97.530513573132,57.5987179487179
"2",1971,27.8477123750859,-97.6962724668149,45.7808080808081
"3",1976,28.5212462704883,-97.8468582144667,37.9255162241888
"4",1981,28.8259539246079,-98.3318424925083,33.4746376811594
"5",1986,28.4521998080502,-98.7079988593499,35.996357615894
"6",1991,29.7262666050951,-99.8724030585212,23.3682841068917
"7",1996,29.5873580041931,-98.7067250272997,19.4749387254902
"8",2001,29.9108369035539,-99.9052909754603,23.1885652642934
"9",2006,30.17972811156,-99.8827983291939,22.6483229813665
"10",2011,29.88620174987,-99.0058908333501,18.6935479129924
