"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,40.8033567291103,-86.549531476699,2.36360153256705
"2",1971,40.6941629038471,-91.1636904546333,2.34685327478961
"3",1976,40.5435647852773,-91.5055478565028,2.72286673058485
"4",1981,40.5564509801373,-90.1522237673714,3.00797922568461
"5",1986,39.8168189626403,-88.2221635636473,3.00578590785908
"6",1991,37.1987653358578,-84.5626797899124,2.98092172491314
"7",1996,37.2088600981179,-84.3587918879939,3.18870811543676
"8",2001,37.0835224953223,-83.489224086474,3.51803755868545
"9",2006,37.3710966711596,-83.1767803489289,3.57687351513273
"10",2011,37.1240108999674,-82.8846804995341,3.63811040339703
