"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,34.7416518979779,-85.5278910297337,6.8288038038038
"2",1971,34.8230256439445,-86.0085427661092,6.78771815008726
"3",1976,34.9539548122612,-85.8337068171061,6.66612213146636
"4",1981,35.1513745751282,-85.6489235764648,6.86597621787495
"5",1986,33.5222233376389,-82.6081785929593,8.05912588488766
"6",1991,32.3733619348197,-79.0175531055108,7.89679021317829
"7",1996,31.9953615991046,-77.9139802384081,8.1907579787234
"8",2001,32.6094936676718,-78.7112820878353,8.84483978360383
"9",2006,31.8719316707305,-76.8369512848696,9.13320322284378
"10",2011,32.076618751676,-76.6958589435639,9.44065710588173
