"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,36.6605342526633,-85.7743985463852,2.07648484848485
"2",1971,37.7205495119478,-88.1826988511889,1.95747515808491
"3",1976,38.1491229234881,-87.0255151931824,2.01440895741557
"4",1981,38.683297376839,-87.0026338822009,2.10326352530541
"5",1986,36.8672050666583,-83.3471165903485,2.31918266433973
"6",1991,34.3662363672972,-76.4833336170143,2.44904914529915
"7",1996,34.2832248621287,-76.830433642605,2.34681547619048
"8",2001,34.691316203133,-77.6651188577932,2.5053995882463
"9",2006,35.1177145177484,-77.89117296425,2.4450158569987
"10",2011,34.6915551634628,-76.5531631080191,2.52978849809886
