"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,29.2403431384455,-101.904850575513,7.63293650793651
"2",1971,30.6415947538747,-105.078835471849,5.06613756613757
"3",1976,31.3758349856824,-105.305475159627,4.73756613756614
"4",1981,30.8538776833382,-103.851247293225,3.30673076923077
"5",1986,31.1417408577794,-104.857506521957,4.31615384615385
"6",1991,31.1055645985924,-105.471638851965,4.88305785123967
"7",1996,31.257806853885,-104.111299617841,3.43026666666667
"8",2001,31.3562093309726,-104.48818976699,3.7520979020979
"9",2006,31.3912244249219,-103.893165324822,3.48714596949891
"10",2011,31.7880924575449,-105.789729273104,4.05034965034965
