"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,32.6294548139776,-102.17544766195,3.57716049382716
"2",1971,31.9440986294178,-105.421248721925,4.12581699346405
"3",1976,32.0909205129094,-106.848807764426,4.44209039548023
"4",1981,32.3980406552766,-106.962281369864,3.75754716981132
"5",1986,32.6270313738288,-110.86463785616,5.23939393939394
"6",1991,29.8768229826142,-99.6141184904718,5.32376237623762
"7",1996,30.051051018866,-99.4981365310661,4.60144230769231
"8",2001,30.5086437618095,-101.675484092915,3.64511784511784
"9",2006,29.3314627432372,-96.8342844088784,3.608
"10",2011,30.7487162831695,-100.961269677462,3.93333333333333
