"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,48.1494288692493,-104.550451310571,3.15340909090909
"2",1971,48.525962737883,-105.7252753873,2.78534482758621
"3",1976,48.2213450285939,-103.670930681892,3.39487179487179
"4",1981,47.9452776537275,-103.033950545244,2.63856589147287
"5",1986,48.432952800525,-103.783623220215,3.34710144927536
"6",1991,47.7875347702782,-102.173382114831,3.43363095238095
"7",1996,46.0369851210928,-99.7880343806577,2.94044117647059
"8",2001,45.4032404201079,-97.202172205028,2.74049295774648
"9",2006,46.5555665664319,-98.9354881492138,3.71866666666667
"10",2011,46.1636679588271,-99.7713298053091,2.93965811965812
