"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,29.7172670655955,-100.333488958223,3.14880952380952
"2",1971,28.8778561438978,-99.3649576014111,3.54324324324324
"3",1976,29.0466474984393,-99.7201277981981,3.78924731182796
"4",1981,29.1279237408703,-98.4566029911967,2.7662037037037
"5",1986,29.485221041425,-98.3354012736123,2.87380952380952
"6",1991,30.0215755608863,-100.431663786691,4.74189189189189
"7",1996,30.0227820516219,-98.5375610950147,4.01180555555556
"8",2001,29.6287538742656,-97.7664281569342,3.10076335877863
"9",2006,29.0432068879773,-94.970388865104,2.73620689655172
"10",2011,28.3697776195569,-91.4240352767988,2.32532467532468
