"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,36.6015072455712,-118.42340516906,11.2583333333333
"2",1971,37.550150991163,-119.764406107636,8.05060827250608
"3",1976,37.8743259767531,-119.770504199605,9.71750524109015
"4",1981,38.3102653821379,-119.212910588662,8.76009070294785
"5",1986,37.7642644266439,-117.136371897855,8.69705215419501
"6",1991,36.5692459830041,-114.074875755338,7.22906162464986
"7",1996,36.4760580745524,-113.05704748067,6.03798140770252
"8",2001,35.5624012034802,-109.758216260557,5.92491467576792
"9",2006,36.6163779446053,-111.940964215234,5.46323924731183
"10",2011,36.7476188485607,-114.154805129558,6.20300653594771
