"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,42.3629512744548,-97.4089901256922,6.72816666666667
"2",1971,43.3612179369985,-99.6220476109921,6.43561728395062
"3",1976,43.313864847297,-98.6896140279737,6.54254761904762
"4",1981,43.690824229612,-98.2942230588118,6.87062334217507
"5",1986,42.0033146981516,-101.244278925374,7.03752093802345
"6",1991,41.437590042292,-100.891922001993,7.24066795532646
"7",1996,42.1278224059636,-101.952301474123,7.44042961258151
"8",2001,41.7539907600758,-101.701418085603,7.13176185344828
"9",2006,42.0382156868034,-100.267629084863,7.53846741344196
"10",2011,42.4107294487795,-101.221999884309,7.54737004473238
