"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,36.3514680201295,-85.1069230959687,8.16941465594281
"2",1971,36.4959310621137,-84.529622674718,8.15083713850837
"3",1976,36.6185277447972,-84.1265616238259,7.63411621433542
"4",1981,36.3347587590335,-83.9092057235809,9.77675009067827
"5",1986,35.5790875407042,-81.5627796840825,10.3583559168925
"6",1991,33.3558598035416,-76.3424876224785,11.5315536315536
"7",1996,33.6277779026485,-76.8958056398775,12.2382172131148
"8",2001,33.4807786897081,-77.0589870506688,12.4625304136253
"9",2006,32.9223191598589,-76.3295563503482,13.2169639094576
"10",2011,32.7086263467474,-75.7526861755417,14.2231962927059
