"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,32.309588044829,-84.8049658145804,4.05839694656489
"2",1971,32.651767408072,-85.1304764163207,4.22576687116564
"3",1976,32.6893874781819,-84.407876192583,4.31415662650602
"4",1981,32.7336967734551,-84.606676834792,3.8
"5",1986,31.5416670526994,-82.1205411733613,3.88804644808743
"6",1991,28.0690062642922,-72.4780785223779,3.4010773130545
"7",1996,27.8476440625038,-71.0494754612734,3.63408045977011
"8",2001,27.127059499648,-68.8415084657902,3.61075949367089
"9",2006,28.6460340902596,-72.8439373064727,3.98230444532384
"10",2011,29.2700601701058,-74.5561047144468,3.83934771825397
