"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,35.2346986572631,-86.5096998266278,24.9289826627412
"2",1971,35.2888641919703,-86.5505914624722,24.7055841924399
"3",1976,35.6887755285575,-86.1859766319905,22.9382872200263
"4",1981,35.9052967704757,-86.0804053806188,23.9264939692982
"5",1986,34.7721979052549,-84.6675976672954,25.7356698895028
"6",1991,33.6391599819755,-82.1861396317755,26.5515066442074
"7",1996,33.4022410001361,-82.2665835808012,27.3176554427223
"8",2001,33.4823485791078,-82.1095119388594,29.3257845188285
"9",2006,32.9625270577471,-80.8168461149618,30.2801879142575
"10",2011,32.7365165379466,-80.3573400956674,30.5034164246531
