"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,27.7868107475317,-99.4899743368119,46.9277777777778
"2",1971,28.0565752374512,-99.7264573768297,38.5311111111111
"3",1976,28.2581077355707,-99.9680881034214,18.1687943262411
"4",1981,28.306729356762,-99.8301438578411,19.7780487804878
"5",1986,28.3065777993472,-99.8867262995971,19.8566666666667
"6",1991,28.1491807474196,-98.6170300205271,14.5522088353414
"7",1996,28.6725485765832,-99.0106822155082,13.4543071161049
"8",2001,28.4717048465334,-97.9325168910835,8.18745874587459
"9",2006,28.6258168223018,-98.669209417944,9.94009433962264
"10",2011,29.0761621386173,-99.9761015567696,9.99930555555556
