"","year","centroid.lat","centroid.lon","mean_abund"
"1",1966,35.1389126980181,-115.090152187595,9.08222222222222
"2",1971,36.6190464586054,-118.126477985467,8.83915662650602
"3",1976,36.8758320240797,-118.348073933614,9.08198924731183
"4",1981,37.006914562777,-118.699027886589,10.2216981132075
"5",1986,35.4214582646404,-114.408291150372,9.42795698924731
"6",1991,34.8842111415485,-111.012463852553,7.18419117647059
"7",1996,34.8669897220586,-110.773227509712,7.03134920634921
"8",2001,34.252209011594,-108.007122536521,7.58959007551241
"9",2006,35.601444422983,-111.224623190262,7.34748237663645
"10",2011,35.0718721676376,-110.502308420834,6.99441441441441
