"aou","shiftdist","velocity","bearing","r","lat_slope","lat_pval","lon_slope","lon_pval","distance_ratio","dratio_rand_mean","dratio_rand_sd","direction.lat","direction.lon","shiftdir","popchange"
2890,314.290517973489,6.68703229730827,158.337496457385,-0.80013935693007,-0.0690447247656008,3.18816251831671e-33,0.0422774060430803,9.54591538945621e-16,0.232415631543885,NA,NA,"south","east","southeast","decreasing"
2930,392.614536950511,8.35350078618107,-33.5550854455171,-1.00836691131597,0.0533909866467336,3.2521172300986e-13,-0.038296018454823,6.86589650186088e-12,0.12139685917843,NA,NA,"north","west","northwest","decreasing"
2940,172.696073020989,3.67438453236146,17.1338823421528,0.0167363259072442,0.0506926658581484,3.1746136303316e-11,0.0165627745396846,5.27633027279225e-06,0.0880211505046217,NA,NA,"north","east","northeast","increasing"
3080,184.025917152092,3.91544504578918,61.8641586964214,0.223921185682122,0.00521562045520859,0.314853888860416,0.0711296642489662,1.09902218408658e-07,0.0406093966336999,NA,NA,"","east","east","increasing"
3100,544.90779519048,11.5937828763932,24.4839650396268,0.350842053462053,0.117175285845908,1.63360575747713e-20,0.0784687454039791,2.02954846895944e-07,0.097364931725747,NA,NA,"north","east","northeast","increasing"
3200,201.421470073827,4.28556319306014,-45.1918121440594,-0.0349684792027252,0.0138556340296944,5.38638755487092e-08,-0.00610331665797224,0.635435812952855,0.042733099053698,NA,NA,"north","","north","decreasing"
3210,292.418438225534,6.22166889841561,55.5672828964967,-0.00189466559071994,0.0329455174830986,4.26838536738901e-15,0.0463934791341883,4.68639008495117e-05,0.0869977632092232,NA,NA,"north","east","northeast","decreasing"
3260,256.604143340443,5.45966262426474,24.9466954367678,0.604941082648916,0.0356167482589101,2.04596317046305e-14,0.00457389091293015,0.464689823758215,0.0752315004268546,NA,NA,"north","","north","increasing"
3750,842.001115233066,17.9149173453844,-63.479305081534,-0.0271654120812046,-0.00169554025797717,0.836849398806467,-0.109051862081476,1.35613303255563e-08,0.126986806913654,NA,NA,"","west","west","decreasing"
3850,246.31868150773,5.24082301080276,-67.2312931896987,-0.0214694726439248,-0.00125339216641751,0.668411089657404,0.032548114414277,0.0241640388895264,0.0486958402059341,NA,NA,"","east","east","decreasing"
3930,617.579151981517,13.1399819570536,-73.0095023599587,0.0406517422164443,0.0316859371162993,2.30109888312916e-13,-0.147235251194327,3.08461875401156e-12,0.151175080883202,NA,NA,"north","west","northwest","increasing"
3940,394.004886295846,8.38308268714567,-75.7292478437181,-0.0455885446278634,0.00554599239735056,0.0875039942943251,-0.0798838254354812,2.23515012857666e-18,0.148057869316859,NA,NA,"","west","west","decreasing"
4050,163.172246222818,3.47174991963442,-8.23116316100247,0.102413073890794,0.0330540068939065,4.35783874753952e-09,-0.0269928831010343,0.00520581505980579,0.0533797101595346,NA,NA,"north","west","northwest","increasing"
4090,190.849173184312,4.06062070604919,-29.9657370873169,0.344468022289404,0.0234209179258708,3.78032429561572e-14,-0.0286754123627373,8.57004050317129e-11,0.138598860422164,NA,NA,"north","west","northwest","increasing"
4780,246.365531722481,5.24181982388258,95.7074204378678,-0.0585093487542979,0.0338761198782792,3.10663290930306e-06,0.0781764642825589,2.51799305932251e-15,0.0865224016349629,NA,NA,"north","east","northeast","decreasing"
4860,601.61970684544,12.8004192945838,-94.5389236409895,0.225441262391433,-0.00622697484000456,0.0817424646440614,-0.136959064610737,1.6557405033569e-06,0.15222499978031,NA,NA,"","west","west","increasing"
4900,321.513407497045,6.84071079780947,-69.5141698252919,-0.11034438322128,-0.00629166424876326,0.118896074810334,-0.0888305877614007,6.71595513272004e-22,0.139438364221317,NA,NA,"","west","west","decreasing"
5120,1723.32541665134,36.6664982266243,-67.4074730961717,1.78574282170475,0.0887026756643019,6.26837430182245e-24,-0.367761730964434,9.48279438713464e-26,0.265899362802394,NA,NA,"north","west","northwest","increasing"
5300,340.036788698521,7.23482529145789,-43.9716283654893,0.094767313157263,-0.00240495185081152,0.691498611915198,0.107369789695691,5.90099752538059e-07,0.0736839024990419,NA,NA,"","east","east","increasing"
5800,716.477858757631,15.2442097608007,-76.0916162852775,-0.0987704339447033,0.012040980916989,0.0496150560717671,-0.0883154760680934,0.000187853295934414,0.0952094195964698,NA,NA,"north","west","northwest","decreasing"
5930,37.1396792536737,0.790205941567525,4.81830556574259,0.401344481630906,-0.00954466121333327,0.000184341320916744,-0.0159578312069264,2.28182107297161e-07,0.0329682363045852,NA,NA,"south","west","southwest","increasing"
5940,298.405429670576,6.34905169511865,-48.1930394266346,2.36634220132023,0.0237310429724931,2.74995231239184e-08,-0.02317059740781,0.000755239055341661,0.126294806301151,NA,NA,"north","west","northwest","increasing"
7070,334.587871115112,7.11889087478962,-31.6716041659076,0.704980279913416,0.0258636091472327,2.46936676524799e-07,-0.0137570890989902,0.0401688116869778,0.113526744177125,NA,NA,"north","west","northwest","increasing"
7180,120.660930797073,2.56725384674624,149.420656011199,0.942836476844711,-0.0242117631939784,1.43099608347721e-07,-0.0130612257498694,0.0154331237504976,0.0796295122122761,NA,NA,"south","west","southwest","increasing"
7290,309.561402386595,6.58641281673606,52.4405987286638,1.46538702357557,0.0284737063594828,7.38444387687347e-20,0.0460400078349358,2.54249910775858e-12,0.14914261733259,NA,NA,"north","east","northeast","increasing"
7300,369.74935530352,7.86700755964936,133.411842086003,0.0209056843197494,-0.00618999020660474,0.482286860445936,0.104505751272078,3.95875932385509e-12,0.0628035884822177,NA,NA,"","east","east","increasing"
